trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
736,False,"{'a': 0.25, 'e': 0.15881742610692068}",20,5,16.203587889985915,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.25, 'e': 0.1584208784327813}",25,10,15.24430807045099,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.25, 'e': 0.1580253208896478}",25,16,9.844669234430452,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.25, 'e': 0.15763075100528423}",25,0,-53.744512546151235,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
740,False,"{'a': 0.25, 'e': 0.1572371663136276}",25,0,37.100028136483715,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
741,False,"{'a': 0.25, 'e': 0.1568445643547723}",25,8,15.753904300779183,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.25, 'e': 0.15645294267495474}",25,13,25.095564697547108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.25, 'e': 0.1560622988265382}",20,3,28.823639462582157,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.25, 'e': 0.1556726303679973}",20,11,3.7837447902116104,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.25, 'e': 0.155283934863903}",20,13,11.739928091286277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.25, 'e': 0.15489620988490704}",20,1,28.4141887272831,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.25, 'e': 0.15450945300772712}",20,8,-22.07493783403075,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
748,False,"{'a': 0.25, 'e': 0.1541236618151314}",20,9,7.1614447605471865,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.25, 'e': 0.1537388338959238}",20,13,12.10830869757634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.25, 'e': 0.15335496684492847}",25,0,-59.99034844763422,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
751,False,"{'a': 0.25, 'e': 0.15297205826297514}",30,9,13.566363194662122,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.25, 'e': 0.15259010575688386}",25,11,14.949642845789898,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
753,False,"{'a': 0.25, 'e': 0.1522091069394503}",20,10,18.621878086676393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.25, 'e': 0.1518290594294306}",20,0,4.445505184973085,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
755,False,"{'a': 0.25, 'e': 0.15144996085152657}",25,0,17.469761496696627,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
756,False,"{'a': 0.25, 'e': 0.15107180883637084}",30,6,15.383010244901248,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
757,False,"{'a': 0.25, 'e': 0.1506946010205121}",30,6,19.06168272051669,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
758,False,"{'a': 0.25, 'e': 0.15031833504640033}",20,10,-22.520611254397494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.25, 'e': 0.1499430085623719}",20,4,30.231915213713517,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.25, 'e': 0.14956861922263504}",20,5,12.415361136301758,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.25, 'e': 0.14919516468725522}",20,2,-9.565919516930734,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
762,False,"{'a': 0.25, 'e': 0.14882264262214037}",30,8,27.78779674394331,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
763,False,"{'a': 0.25, 'e': 0.14845105069902637}",25,0,9.827713649695653,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
764,False,"{'a': 0.25, 'e': 0.14808038659546244}",30,14,26.164457106743328,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.25, 'e': 0.14771064799479677}",20,12,-8.188847741706834,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
766,False,"{'a': 0.25, 'e': 0.14734183258616193}",25,16,16.654722181662834,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.25, 'e': 0.14697393806446038}",20,1,-36.782984289567814,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
768,False,"{'a': 0.25, 'e': 0.14660696213035015}",20,6,4.96735101150997,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
769,False,"{'a': 0.25, 'e': 0.14624090249023045}",25,18,11.635815694377259,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.25, 'e': 0.14587575685622736}",20,9,-2.3938467966062955,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
771,False,"{'a': 0.25, 'e': 0.14551152294617953}",20,8,21.243427810645557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.25, 'e': 0.14514819848362373}",20,11,15.747977492719176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.25, 'e': 0.14478578119778093}",20,16,6.9688494448901785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.25, 'e': 0.14442426882354198}",25,18,13.185964541470238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.25, 'e': 0.14406365910145327}",30,18,17.49729368970423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.25, 'e': 0.14370394977770293}",20,12,11.985256103802602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.25, 'e': 0.14334513860410644}",30,0,30.107160026837537,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
778,False,"{'a': 0.25, 'e': 0.14298722333809288}",25,0,37.874280232426024,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
779,False,"{'a': 0.25, 'e': 0.14263020174269064}",20,9,-21.607194662624664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
780,False,"{'a': 0.25, 'e': 0.1422740715865136}",30,18,12.165255348211259,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.25, 'e': 0.14191883064374702}",35,0,48.086399237684574,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.25, 'e': 0.14156447669413402}",25,11,27.482785621552985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.25, 'e': 0.14121100752296117}",20,0,20.648306268355284,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
784,False,"{'a': 0.25, 'e': 0.140858420921045}",25,7,12.369051082095623,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
785,False,"{'a': 0.25, 'e': 0.1405067146847181}",30,2,21.99627921706777,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
786,False,"{'a': 0.25, 'e': 0.14015588661581535}",35,21,27.20763797857103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.25, 'e': 0.1398059345216602}",20,13,9.394954139971874,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.25, 'e': 0.13945685621505094}",20,0,20.959968537285647,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
789,False,"{'a': 0.25, 'e': 0.13910864951424692}",20,3,-32.39723275466124,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
790,False,"{'a': 0.25, 'e': 0.13876131224295524}",20,0,30.32588728447099,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
791,False,"{'a': 0.25, 'e': 0.13841484223031678}",20,6,25.404515324623578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.25, 'e': 0.13806923731089282}",30,19,5.7838846085466855,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.25, 'e': 0.13772449532465145}",25,17,8.535494377567304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.25, 'e': 0.13738061411695424}",25,14,4.9682097601868795,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.25, 'e': 0.13703759153854245}",25,18,3.162237430983875,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
796,False,"{'a': 0.25, 'e': 0.13669542544552385}",20,11,-3.024596491932125,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
797,False,"{'a': 0.25, 'e': 0.1363541136993593}",20,15,10.558458041903167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.25, 'e': 0.13601365416684916}",25,14,23.288781856736144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.25, 'e': 0.13567404472012035}",20,0,34.31420895107933,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
800,False,"{'a': 0.25, 'e': 0.1353352832366127}",25,0,-36.49507830914684,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
801,False,"{'a': 0.25, 'e': 0.1349973675990658}",25,13,-34.530469211006505,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
802,False,"{'a': 0.25, 'e': 0.13466029569550586}",20,10,17.621222900380534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.25, 'e': 0.13432406541923236}",35,2,-39.73305232801831,"{0: 29, 1: 0, 2: 2, 3: 1, 4: 1}",1
804,False,"{'a': 0.25, 'e': 0.13398867466880493}",25,17,9.755359770185633,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.25, 'e': 0.1336541213480304}",20,14,-0.39932993234151803,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.25, 'e': 0.13332040336594936}",20,2,29.158063420252493,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.25, 'e': 0.13298751863682334}",20,10,8.176151567756005,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
808,False,"{'a': 0.25, 'e': 0.13265546508012172}",25,1,-7.581894895656028,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
809,False,"{'a': 0.25, 'e': 0.13232424062050865}",20,15,11.556282439398693,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.25, 'e': 0.13199384318783022}",20,2,31.95536654388248,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.25, 'e': 0.13166427071710138}",25,6,10.127398732507395,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
812,False,"{'a': 0.25, 'e': 0.13133552114849303}",20,5,0.7120884904809248,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
813,False,"{'a': 0.25, 'e': 0.1310075924273195}",25,6,-16.330538638928736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
814,False,"{'a': 0.25, 'e': 0.13068048250402503}",20,0,16.338514304758387,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
815,False,"{'a': 0.25, 'e': 0.13035418933417164}",20,15,9.67396023528967,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.25, 'e': 0.1300287108784259}",30,7,-21.12453205347918,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
817,False,"{'a': 0.25, 'e': 0.12970404510254643}",30,0,27.122898970532024,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
818,False,"{'a': 0.25, 'e': 0.12938018997737108}",25,0,32.00807501094623,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
819,False,"{'a': 0.25, 'e': 0.12905714347880423}",25,8,-12.436639658392666,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
820,False,"{'a': 0.25, 'e': 0.12873490358780423}",25,15,13.157076114652934,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.25, 'e': 0.12841346829037067}",25,18,7.708742342176235,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.25, 'e': 0.12809283557753198}",20,8,19.804990871893626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.25, 'e': 0.12777300344533263}",30,13,-10.60102285156817,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
824,False,"{'a': 0.25, 'e': 0.12745396989482075}",20,11,5.89442046573377,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
825,False,"{'a': 0.25, 'e': 0.1271357329320356}",30,12,36.52281700880614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.25, 'e': 0.1268182905679951}",20,5,20.835856951414684,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.25, 'e': 0.12650164081868348}",20,2,-13.023104950727252,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
828,False,"{'a': 0.25, 'e': 0.12618578170503877}",20,8,22.673071356089885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.25, 'e': 0.12587071125294041}",20,10,-34.35982222020166,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
830,False,"{'a': 0.25, 'e': 0.1255564274931972}",20,0,21.712068007683158,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
831,False,"{'a': 0.25, 'e': 0.1252429284615345}",20,6,21.797663741568538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.25, 'e': 0.12493021219858241}",25,0,-0.9425248056111992,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
833,False,"{'a': 0.25, 'e': 0.12461827674986323}",20,3,25.946826590523127,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.25, 'e': 0.12430712016577938}",20,0,8.176852885512242,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
835,False,"{'a': 0.25, 'e': 0.12399674050160123}",20,9,19.4654052302564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.25, 'e': 0.12368713581745483}",30,0,-2.2339531286696035,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",1
837,False,"{'a': 0.25, 'e': 0.12337830417830987}",30,12,27.741359198570706,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.25, 'e': 0.12307024365396771}",20,6,25.41361915992569,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.25, 'e': 0.12276295231904899}",20,16,7.059855017072289,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.25, 'e': 0.1224564282529819}",20,8,8.962916631259457,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
841,False,"{'a': 0.25, 'e': 0.12215066953999}",20,10,5.464967289781618,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.25, 'e': 0.12184567426908036}",30,0,31.577889214894082,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
843,False,"{'a': 0.25, 'e': 0.12154144053403153}",30,17,-31.49050703885767,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
844,False,"{'a': 0.25, 'e': 0.12123796643338168}",20,13,12.348915891285392,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.25, 'e': 0.1209352500704167}",20,0,31.71839723329915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
846,False,"{'a': 0.25, 'e': 0.12063328955315826}",30,16,23.122668207037744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.25, 'e': 0.12033208299435229}",25,0,38.91172447695021,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
848,False,"{'a': 0.25, 'e': 0.12003162851145673}",20,6,26.92056324270322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.25, 'e': 0.11973192422663008}",25,12,24.659694583564146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.25, 'e': 0.11943296826671962}",20,1,29.68986212441171,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.25, 'e': 0.1191347587632496}",20,4,26.17154942305797,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.25, 'e': 0.11883729385240965}",25,14,0.9283470558497267,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
853,False,"{'a': 0.25, 'e': 0.11854057167504313}",30,6,-17.63540672962717,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
854,False,"{'a': 0.25, 'e': 0.1182445903766354}",20,2,31.57384847018849,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.25, 'e': 0.11794934810730248}",20,15,8.160086031661333,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.25, 'e': 0.11765484302177918}",35,25,8.938935969597892,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.25, 'e': 0.11736107327940776}",20,0,20.51163072711738,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
858,False,"{'a': 0.25, 'e': 0.11706803704412637}",20,0,31.5885511938396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
859,False,"{'a': 0.25, 'e': 0.11677573248445759}",30,18,22.4522566174748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.25, 'e': 0.11648415777349697}",25,12,20.98690517254113,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.25, 'e': 0.1161933110889016}",20,13,10.154258762766183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.25, 'e': 0.11590319061287874}",25,12,19.265576454449384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.25, 'e': 0.11561379453217453}",20,15,9.721142507450015,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.25, 'e': 0.11532512103806251}",20,9,18.549738741804294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.25, 'e': 0.11503716832633237}",20,12,16.953688851056068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.25, 'e': 0.11474993459727875}",25,8,24.024223804457158,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
867,False,"{'a': 0.25, 'e': 0.1144634180556899}",30,7,-21.939515227593045,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
868,False,"{'a': 0.25, 'e': 0.1141776169108365}",20,0,-2.818761756663609,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
869,False,"{'a': 0.25, 'e': 0.11389252937646045}",20,14,-0.8858297223454044,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
870,False,"{'a': 0.25, 'e': 0.11360815367076371}",20,6,26.852683775572558,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.25, 'e': 0.11332448801639727}",20,10,14.997239509412536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.25, 'e': 0.11304153064044985}",20,8,11.39150370008777,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.25, 'e': 0.11275927977443688}",25,14,22.901853113119692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.25, 'e': 0.11247773365428958}",20,3,29.052040308835252,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.25, 'e': 0.11219689052034373}",25,0,0.9286313188219666,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
876,False,"{'a': 0.25, 'e': 0.11191674861732888}",25,14,-5.728722326340598,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
877,False,"{'a': 0.25, 'e': 0.11163730619435719}",20,9,23.642626312095487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.25, 'e': 0.11135856150491262}",30,16,20.242640160267435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.25, 'e': 0.1110805128068399}",30,17,22.001077481830695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.25, 'e': 0.11080315836233387}",20,9,21.74390290428313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.25, 'e': 0.11052649643792828}",30,21,-25.11561403942511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
882,False,"{'a': 0.25, 'e': 0.11025052530448522}",25,6,-3.4662494415867453,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
883,False,"{'a': 0.25, 'e': 0.1099752432371842}",20,1,28.492744832994546,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.25, 'e': 0.10970064851551141}",25,8,28.58423202218689,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.25, 'e': 0.10942673942324893}",20,7,24.66549342219776,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.25, 'e': 0.10915351424846406}",20,4,25.88814445046902,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.25, 'e': 0.10888097128349851}",25,6,22.18409563512318,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.25, 'e': 0.10860910882495796}",25,0,29.53581736764542,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
889,False,"{'a': 0.25, 'e': 0.10833792517370111}",20,13,16.188619993434543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.25, 'e': 0.10806741863482926}",20,6,24.038343975378673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.25, 'e': 0.10779758751767567}",30,10,9.502686523694889,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
892,False,"{'a': 0.25, 'e': 0.10752843013579495}",30,20,19.000609896025153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.25, 'e': 0.10725994480695261}",20,16,7.177635344806242,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.25, 'e': 0.10699212985311449}",20,12,17.00647638333323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.25, 'e': 0.10672498360043615}",30,12,29.17362484068731,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.25, 'e': 0.1064585043792528}",20,16,7.378422359448919,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.25, 'e': 0.10619269052406835}",25,0,-16.884142084693625,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
898,False,"{'a': 0.25, 'e': 0.10592754037354536}",20,15,10.809537528651907,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.25, 'e': 0.10566305227049452}",20,6,22.59262188215322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.25, 'e': 0.10539922456186433}",20,3,-5.659882660513619,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
901,False,"{'a': 0.25, 'e': 0.10513605559873075}",20,0,11.144236467168968,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
902,False,"{'a': 0.25, 'e': 0.1048735437362869}",25,16,3.1821503300825116,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.25, 'e': 0.10461168733383279}",20,0,17.618690131093118,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
904,False,"{'a': 0.25, 'e': 0.104350484754765}",25,14,22.98187443237532,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.25, 'e': 0.10408993436656665}",20,13,13.69009218266227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.25, 'e': 0.10383003454079692}",20,0,34.2929169016048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.25, 'e': 0.10357078365308107}",30,20,8.897847114043568,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
908,False,"{'a': 0.25, 'e': 0.1033121800831002}",20,0,30.137288117903893,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.25, 'e': 0.10305422221458115}",25,1,31.53034149629907,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.25, 'e': 0.1027969084352864}",20,6,20.66677584279908,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.25, 'e': 0.102540237137004}",25,0,21.40106320109991,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
912,False,"{'a': 0.25, 'e': 0.10228420671553744}",20,0,6.825080936022597,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
913,False,"{'a': 0.25, 'e': 0.10202881557069586}",25,7,29.674677723294987,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.25, 'e': 0.10177406210628372}",20,11,6.877422331567197,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.25, 'e': 0.10151994473009104}",20,2,29.19895859777414,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.25, 'e': 0.1012664618538834}",25,18,11.457517068228338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.25, 'e': 0.10101361189339199}",35,14,-12.30683104858869,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
918,False,"{'a': 0.25, 'e': 0.10076139326830373}",20,6,26.647532261777037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.25, 'e': 0.1005098044022514}",25,8,31.154596247760296,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.25, 'e': 0.1002588437228037}",20,15,10.644385657136059,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
